Year,Month,Day,Car,Showroom Price (BND)
2020,3,31,ALFA ROMEO GIULIA 620 QV V6 2.9L AUTO SEDAN PETROL,"$139,973.00"
2020,3,31,ALFA ROMEO GIULIA 620 GME 2.0L AUTO SEDAN PETROL,"$63,353.00"
2020,3,31,ALFA ROMEO STELVIO 2.0L 8-SPEED AUTOMATIC TRANSMISSION AWD SUV,"$75,262.00"
2020,3,31,ALFA ROMEO STELVIO 2.0L 8-SPEED AUTOMATIC TRANSMISSION AWD SUV,"$77,538.00"
2020,3,31,ALFA ROMEO GIULIA VELOCE 620 2.0L AUTO GME 2000 SEDAN PETROL,"$69,666.00"
2020,3,31,AUDI A3 1.2L TFSI S-TRONIC AUTO SEDAN PETROL,"$43,631.00"
2020,3,31,AUDI A3 1.2L TFSI S-TRONIC AUTO SPORTBACK PETROL,"$46,803.00"
2020,3,31,AUDI A4 2.0L TFSI S-TRONIC AUTO SEDAN PETROL - BLACK EDITION,"$55,068.00"
2020,3,31,AUDI A4 2.0L TFSI QUATTRO S-TRONIC AUTO AWD SEDAN PETROL,"$67,560.00"
2020,3,31,AUDI A4 2.0L TFSI ULTRA QUATTRO AWD S-TRONIC AUTO SEDAN PETROL,"$68,676.00"
2020,3,31,AUDI A5 2.0L TFSI QUATTRO S-TRONIC AUTO COUPE PETROL,"$79,952.00"
2020,3,31,AUDI A5 2.0L TFSI QUATTRO S-TRONIC AUTO SPORTBACK PETROL,"$83,402.00"
2020,3,31,AUDI A6 2.0L TFSI S-TRONIC AUTO SEDAN PETROL,"$73,001.00"
2020,3,31,AUDI A6 3.0L TFSI QUATTRO S-TRONIC AUTO SEDAN PETROL,"$106,015.00"
2020,3,31,AUDI A6 3.0L TFSI QUATTRO S-TRONIC AUTO SEDAN PETROL,"$98,494.00"
2020,3,31,AUDI A8L 3.0L TFSI QUATTRO TIPTRONIC AUTO SEDAN PETROL,"$163,077.00"
2020,3,31,AUDI TTS 2.0L TFSi QUATTRO S-TRONIC AUTO COUPE PETROL,"$107,764.00"
2020,3,31,AUDI Q2 1.0L TFSi S-TRONIC AUTO WAGON PETROL,"$46,415.00"
