Year,Month,Day,Car,Showroom Price (BND)
2019,8,15,ALFA ROMEO GIULIA 620 QV V6 2.9L AUTO SEDAN PETROL,"$139,973.00"
2019,8,15,ALFA ROMEO GIULIA 620 GME 2.0L AUTO SEDAN PETROL,"$63,353.00"
2019,8,15,AUDI A3 1.2L TFSI S-TRONIC AUTO SEDAN PETROL,"$43,631.00"
2019,8,15,AUDI A3 1.2L TFSI S-TRONIC AUTO SPORTBACK PETROL,"$46,803.00"
2019,8,15,AUDI A4 2.0L TFSI S-TRONIC AUTO SEDAN PETROL - BLACK EDITION,"$55,068.00"
2019,8,15,AUDI A4 2.0L TFSI QUATTRO S-TRONIC AUTO AWD SEDAN PETROL,"$67,560.00"
2019,8,15,AUDI A4 2.0L TFSI ULTRA S-TRONIC AUTO S-LINE BLACK STYLING SEDAN PETROL,"$58,515.00"
2019,8,15,AUDI A4 2.0L TFSI ULTRA QUATTRO AWD S-TRONIC AUTO SEDAN PETROL,"$68,676.00"
2019,8,15,AUDI A5 2.0L TFSI QUATTRO S-TRONIC AUTO COUPE PETROL,"$79,952.00"
2019,8,15,AUDI A5 2.0L TFSI QUATTRO S-TRONIC AUTO SPORTBACK PETROL,"$83,402.00"
2019,8,15,AUDI A5 2.0L TFSI QUATTRO S-TRONIC AUTO SPORTBACK PETROL,"$106,015.00"
2019,8,15,AUDI Q2 1.0L TFSi S-TRONIC AUTO WAGON PETROL,"$46,415.00"
2019,8,15,AUDI Q2 1.0L TFSi S-TRONIC AUTO WAGON PETROL (HIGH GRADE),"$46,904.00"
2019,8,15,AUDI Q2 1.0L TFSi S-TRONIC AUTO WAGON PETROL (S-LINE),"$47,582.00"
2019,8,15,AUDI Q5 2.0L TFSi QUATTRO S-TRONIC AUTO 5-SEATERS SUV PETROL,"$74,047.00"
2019,8,15,AUDI Q8 55 3.0L TFSI QUATTRO TIPTRONIC AUTO SUV PETROL,"$123,345.00"
2019,8,15,AUDI R8 V10 5.2L QUATTRO AUTO 2-DOORS COUPE PETROL,"$215,896.00"
2019,8,15,AUDI S3 2.0L TFSI QUATTRO S-TRONIC AUTO HIGH SPEC SEDAN PETROL,"$85,358.00"
