Year,Month,Day,Car,Showroom Price (BND)
2018,8,15,AUDI A3 1.2L TFSI S-TRONIC AUTO SEDAN PETROL,"$43,453.00"
2018,8,15,AUDI A3 1.2L TFSI S-TRONIC AUTO SPORTBACK PETROL,"$46,803.00"
2018,8,15,AUDI A3 1.2L S-LINE TFSI S-TRONIC AUTO SPORTBACK PETROL,"$52,036.00"
2018,8,15,AUDI A4 2.0L TFSI ULTRA S-TRONIC AUTO S-LINE BLACK STYLING SEDAN,"$58,515.00"
2018,8,15,AUDI A4 1.4L TFSI S-TRONIC AUTO SEDAN PETROL,"$48,556.00"
2018,8,15,AUDI A4 2.0L TFSI QUATTRO AWD S-TRONIC AUTO SEDAN PETROL,"$71,830.00"
2018,8,15,AUDI A4 2.0L TFSI ULTRA S-TRONIC AUTO SEDAN PETROL,"$56,852.00"
2018,8,15,AUDI A5 2.0L TFSI QUATTRO S-TRONIC AUTO COUPE PETROL,"$79,952.00"
2018,8,15,AUDI A5 2.0L TFSI QUATTRO S-TRONIC AUTO SPORTBACK PETROL,"$83,042.00"
2018,8,15,AUDI A8L 3.0L TFSi QUATTRO TIPTRONIC AUTO SEDAN PETROL,"$165,350.00"
2018,8,15,AUDI Q2 1.0L TFSi S-TRONIC AUTO WAGON PETROL,"$46,415.00"
2018,8,15,AUDI Q2 1.0L TFSi S-TRONIC AUTO S-LINE SPORT WAGON PETROL,"$52,168.00"
2018,8,15,AUDI Q5 2.0L TFSi QUATTRO S-TRONIC AUTO 5-SEATERS SUV PETROL,"$73,085.00"
2018,8,15,AUDI S3 2.0L TFSI QUATTRO S-TRONIC AUTO SEDAN PETROL,"$79,371.00"
2018,8,15,AUDI S3 2.0L TFSI QUATTRO S-TRONIC AUTO HIGH SPEC SEDAN PETROL,"$85,358.00"
2018,8,15,AUDI S5 3.0L TFSI QUATTRO TIPTRONIC AUTO COUPE PETROL,"$111,286.00"
2018,8,15,AUDI S5 3.0L TFSI QUATTRO TIPTRONIC AUTO SPORTBACK PETROL,"$110,410.00"
2018,8,15,AUDI S6 4.0L TFSI QUATTRO S-TRONIC AUTO SEDAN PETROL,"$155,275.00"
2018,8,15,AUDI S7 4.0L TFSI QUATTRO S-TRONIC AUTO SPORTBACK SEDAN PETROL,"$148,224.00"
2018,8,15,AUDI TTS 2.0L TFSI QUATTRO S-TRONIC AUTO COUPE PETROL,"$107,764.00"
2018,8,15,BMW 318i RHD SPORT 1.5L AUTO SALOON PETROL,"$61,705.00"
2018,8,15,BMW 420i CONVERTIBLE RHD SPORT 2.0L AUTO PETROL,"$106,882.00"
